club,clubLabel,venue,venueLabel,coordinates,countryLabel
http://www.wikidata.org/entity/Q7270261,Queen City FC,http://www.wikidata.org/entity/Q4727834,All-High Stadium,Point(-78.831007 42.943069),United States of America
http://www.wikidata.org/entity/Q7300584,Reading United A.C.,http://www.wikidata.org/entity/Q8023085,Wilson High School,Point(-76.0007 40.3311),United States of America
http://www.wikidata.org/entity/Q4650937,AC Crusaders,http://www.wikidata.org/entity/Q5347812,Egg Harbor Township High School,Point(-74.627937 39.393799),United States of America
http://www.wikidata.org/entity/Q4651443,AFC Cleveland,http://www.wikidata.org/entity/Q6016081,Independence High School,Point(-81.6489 41.3742),United States of America
http://www.wikidata.org/entity/Q5351270,El Farolito Soccer Club,http://www.wikidata.org/entity/Q4951677,Boxer Stadium,Point(-122.445 37.7258),United States of America
http://www.wikidata.org/entity/Q4699613,Ajax Orlando Prospects,http://www.wikidata.org/entity/Q7969141,Warden Stadium,Point(-81.4198 28.5188),United States of America
http://www.wikidata.org/entity/Q4701698,Akron Summit Assault,http://www.wikidata.org/entity/Q7592124,St. Vincent–St. Mary High School,Point(-81.5225 41.0886),United States of America
http://www.wikidata.org/entity/Q329812,Sporting Kansas City,http://www.wikidata.org/entity/Q431094,Legends Field,Point(-94.863611 39.124444),United States of America
http://www.wikidata.org/entity/Q329812,Sporting Kansas City,http://www.wikidata.org/entity/Q544553,GEHA Field at Arrowhead Stadium,Point(-94.483888888 39.048888888),United States of America
http://www.wikidata.org/entity/Q5471479,Fort Lauderdale Sun,http://www.wikidata.org/entity/Q1867553,Lockhart Stadium,Point(-80.161111111 26.193055555),United States of America
http://www.wikidata.org/entity/Q5472281,Fort Wayne Fever,http://www.wikidata.org/entity/Q5698260,Hefner Soccer Complex,Point(-85.1158 41.1194),United States of America
http://www.wikidata.org/entity/Q7232017,Portland Pythons,http://www.wikidata.org/entity/Q1347442,Moda Center,Point(-122.666666666 45.531666666),United States of America
http://www.wikidata.org/entity/Q7232056,Portland Timbers Reserves,http://www.wikidata.org/entity/Q262291,Providence Park,Point(-122.691666666 45.521388888),United States of America
http://www.wikidata.org/entity/Q7258679,Puerto Rico Capitals,http://www.wikidata.org/entity/Q7139677,Parque Yldefonso Solá Morales,Point(-66.0341835 18.2262229),United States of America
http://www.wikidata.org/entity/Q238593,D.C. United,http://www.wikidata.org/entity/Q5203387,Audi Field,Point(-77.012935 38.868504),United States of America
http://www.wikidata.org/entity/Q5514337,GPS Portland Phoenix,http://www.wikidata.org/entity/Q6815517,Memorial Stadium,Point(-70.3 43.6734),United States of America
http://www.wikidata.org/entity/Q5426293,FK Pacific,http://www.wikidata.org/entity/Q7601833,Starfire Sports,Point(-122.248 47.4698),United States of America
http://www.wikidata.org/entity/Q3827063,Laredo Heat,http://www.wikidata.org/entity/Q7707468,Texas A&M International University Soccer Complex,Point(-99.4318 27.5698),United States of America
